route_short_name,route_long_name,dirName,dirTag,dirTitle,branch
46,46-Martin Grove,North,46_1_46,North - 46 Martin Grove towards Steeles,46
46,46-Martin Grove,South,46_0_46,South - 46 Martin Grove towards Kipling Station,46
47,47-Lansdowne,South,47_0_47C,South - 47c Lansdowne towards Queen via Orfus and Caledonia,47C
47,47-Lansdowne,South,47_0_47B,South - 47b Lansdowne towards Queen via Bridgeland and Caledonia,47B
47,47-Lansdowne,North,47_1_47C,North - 47c Lansdowne towards Yorkdale Station via Caledonia and Orfus,47C
47,47-Lansdowne,North,47_1_47B,North - 47b Lansdowne towards Yorkdale Station via Caledonia and Bridgeland,47B
48,48-Rathburn,West,48_1_48,West - 48 Rathburn towards Mill Rd,48
48,48-Rathburn,East,48_0_48,East - 48 Rathburn towards Royal York Station,48
49,49-Bloor West,West,49_1_49,West - 49 Bloor towards Markland Wood,49
49,49-Bloor West,East,49_0_49,East - 49 Bloor West towards Kipling Station,49
50,50-Burnhamthorpe,East,50_0_50,East - 50 Burnhamthorpe towards Islington Station,50
50,50-Burnhamthorpe,West,50_1_50,West - 50 Burnhamthorpe towards Mill Road,50
501,501-Queen,East,501_0_501D,East - 501d Queen towards Neville Park,501D
501,501-Queen,East,501_0_501C,East - 501 Queen Short Turn towards McCaul,501
501,501-Queen,East,501_0_501Bbus,East - 501b Queen Replacement Bus towards Broadview and Gerrard,501B
501,501-Queen,West,501_1_501D,West - 501d Queen towards York and King via Church,501D
501,501-Queen,West,501_1_501C,West - 501 Queen towards Long Branch,501
501,501-Queen,West,501_1_501Bbus,West - 501b Queen Replacement Bus towards Bathurst,501B
503,503-Kingston Rd,East,503_0_503con,East - 503 Kingston Rd towards Victoria Park,503
503,503-Kingston Rd,West,503_1_503con,West - 503 Kingston Rd towards Spadina via King,503
504,504-King,West,504_1_504Dbus,West - 504/505 Replacement Bus towards Parliament and King,504/
504,504-King,West,504_1_br504A,West - 504a King  towards Dundas West Station,504A
504,504-King,East,504_0_504B,East - 504a King towards Distillery,504A
504,504-King,East,504_0_504A,East - 504a King towards Distillery,504A
504,504-King,East,504_0_504Dbus,East - 504/505 Replacement Bus towards Broadview Station,504/
505,505-Dundas,West,505_1_505con,West - 505 Dundas towards Dundas West Station via Queen and Gerrard,505
505,505-Dundas,East,505_0_QUKQ,East - 505 Dundas towards Kingston Rd and Queen via Gerrard,505
505,505-Dundas,East,505_0_DWRD,East - 505 Dundas Short Turn towards Roncesvalles and Queen,505
505,505-Dundas,East,505_0_505con,East - 505 Dundas towards Kingston Rd and Queen via Gerrard,505
506,506-Carlton,East,506_0_506,East - 506 Carlton towards Main Street Station,506
506,506-Carlton,East,506_0_HPCL,East - 506 Carlton Short Turn towards Lansdowne,506
506,506-Carlton,West,506_1_MSDW,West - 506 Carlton towards High Park,506
507,507-Long Branch,West,507_1_507,West - 507 Long Branch towards Long Branch,507
507,507-Long Branch,East,507_0_507,East - 507 Long Branch towards Humber,507
508,508-Lake Shore,East,508_0_rq508,East - 508 Lake Shore towards Parliament via King,508
508,508-Lake Shore,East,508_0_508,East - 508 Lake Shore towards Parliament via King,508
508,508-Lake Shore,West,508_1_508rq,West - 508 Lake Shore towards Roncesvalles,508
508,508-Lake Shore,West,508_1_508lo,West - 508 Lake Shore towards Long Branch,508
509,509-Harbourfront,East,509_0_509,East - 509 Harbourfront towards Union Station,509
509,509-Harbourfront,West,509_1_509,West - 509 Harbourfront towards Exhibition,509
51,51-Leslie,South,51_0_51,South - 51 Leslie towards Eglinton Station,51
51,51-Leslie,North,51_1_51,North - 51 Leslie towards Steeles,51
510,510-Spadina,North,510_1_510A,North - 510 Spadina towards Spadina Station,510
510,510-Spadina,South,510_0_510A,South - 510a Spadina towards Union Station,510A
511,511-Bathurst,North,511_1_511am,North - 511 Bathurst towards Bathurst Station,511
511,511-Bathurst,South,511_0_511am,South - 511 Bathurst towards Exhibition,511
512,512-St. Clair,East,512_0_512bus,East - 512 St Clair Replacement Bus towards St Clair Station,512
512,512-St. Clair,West,512_1_512bus,West - 512 St Clair Replacement Bus towards Keele,512
52,52-Lawrence West,West,52_1_ESWM*,West - 52b Lawrence West towards Westwood via Dixon Rd Extra Fare Required West of Airport,52B
52,52-Lawrence West,East,52_0_WMES,East - 52 Lawrence West towards Eglinton Station via Avenue Rd Extra Fare Required West of Airport,52
52,52-Lawrence West,West,52_1_T1T3,West - 52 Lawrence West towards Eglinton Station via Avenue Rd,52
52,52-Lawrence West,West,52_1_52Fcon,West - 52f Lawrence West towards Royal York,52F
52,52-Lawrence West,West,52_1_52Bcon,West - 52b Lawrence West towards Westwood via Dixon Rd Extra Fare Required West of Airport,52B
52,52-Lawrence West,East,52_0_52G,East - 52g Lawrence West towards Lawrence West Station,52G
52,52-Lawrence West,East,52_0_TOES,East - 52 Lawrence West towards Eglinton Station via Avenue Rd,52
52,52-Lawrence West,West,52_1_52G,West - 52g Lawrence West towards Martin Grove via The Westway,52G
53,53-Steeles East,East,53_0_53A,East - 53a Steeles East towards Staines,53A
53,53-Steeles East,West,53_1_53A,West - 53 Steeles East towards Finch Station,53
54,54-Lawrence East,West,54_1_54B,West - 54 Lawrence East towards Eglinton Station,54
54,54-Lawrence East,West,54_1_54A,West - 54 Lawrence East towards Eglinton Station,54
54,54-Lawrence East,East,54_0_54B,East - 54b Lawrence East towards Orton Park,54B
54,54-Lawrence East,East,54_0_54A,East - 54a Lawrence East towards Starspray,54A
54,54-Lawrence East,East,54_0_54Bpm,East - 54b Lawrence East towards Orton Park,54B
55,55-Warren Park,North,55_1_55,North - 55 Warren Park towards Warren Park,55
55,55-Warren Park,South,55_0_55,South - 55 Warren Park towards Jane Station,55
56,56-Leaside,North,56_1_56A,North - 56a Leaside towards Eglinton Station,56A
56,56-Leaside,South,56_0_56A,South - 56 Leaside towards Donlands Station,56
57,57-Midland,South,57_0_57,South - 57 Midland towards Kennedy Station,57
57,57-Midland,North,57_1_57am*,North - 57 Midland towards Steeles,57
59,59-Maple Leaf,West,59_1_59B,West - 59b Maple Leaf towards Weston Rd via Culford and Benton and Church,59B
59,59-Maple Leaf,West,59_1_59A,West - 59a Maple Leaf towards Weston Rd via Benton and Culford and Gary Dr,59A
59,59-Maple Leaf,East,59_0_59B,East - 59 Maple Leaf towards Lawrence West Station via Culford and Benton,59
59,59-Maple Leaf,East,59_0_59A,East - 59 Maple Leaf towards Lawrence West Station via Culford and Benton,59
60,60-Steeles West,West,60_1_60D,West - 60d Steeles West towards Highway 27 via Pioneer Village Station,60D
60,60-Steeles West,West,60_1_60B,West - 60b Steeles West towards Martin Grove via Pioneer Village Station,60B
60,60-Steeles West,East,60_0_60D,East - 60 Steeles West towards Finch Station via Pioneer Village Station and Highway 27,60
60,60-Steeles West,East,60_0_60B,East - 60 Steeles West towards Finch Station via Pioneer Village Station,60
61,61-Avenue Road North,South,61_0_61,South - 61 Avenue Road North towards Eglinton Station,61
61,61-Avenue Road North,North,61_1_61,North - 61 Avenue Road North towards Highway 401,61
62,62-Mortimer,East,62_0_62,East - 62 Mortimer towards Main Street Station,62
62,62-Mortimer,West,62_1_62,West - 62 Mortimer towards Broadview Station,62
63,63-Ossington,North,63_1_63AamSun,North - 63a Ossington towards Eglinton West Station,63A
63,63-Ossington,South,63_0_63AamSun,South - 63 Ossington towards Liberty Village,63
63,63-Ossington,North,63_1_63Apm,North - 63a Ossington towards Eglinton West Station,63A
63,63-Ossington,South,63_0_63Apm,South - 63 Ossington towards Liberty Village,63
64,64-Main,North,64_1_64,North - 64 Main towards Main Street Station,64
64,64-Main,South,64_0_64,South - 64 Main towards Queen,64
65,65-Parliament,North,65_1_65,North - 65 Parliament towards Castle Frank Station,65
65,65-Parliament,South,65_0_65,South - 65 Parliament towards Queens Quay and Sherbourne,65
66,66-Prince Edward,North,66_1_66B,North - 66 Prince Edward towards Old Mill Station,66
66,66-Prince Edward,North,66_1_66A,North - 66 Prince Edward towards Old Mill Station,66
66,66-Prince Edward,South,66_0_66B,South - 66b Prince Edward towards Lakeshore,66B
66,66-Prince Edward,South,66_0_66A,South - 66a Prince Edward towards Humber Loop,66A
67,67-Pharmacy,South,67_0_67A,South - 67 Pharmacy towards Victoria Park Station,67
67,67-Pharmacy,North,67_1_DA67,North - 67a Pharmacy towards Ellesmere,67A
68,68-Warden,South,68_0_68Ada,South - 68 Warden towards Warden Station,68
68,68-Warden,South,68_0_68Adaly,South - 68 Warden towards Warden Station,68
68,68-Warden,North,68_1_wd68B,North - 68b Warden towards Major Mackenzie Extra Fare Required North of Steeles,68B
68,68-Warden,South,68_0_68B,South - 68 Warden towards Warden Station Extra Fare Required North of Steeles,68
69,69-Warden South,South,69_0_69B,South - 69b Warden South towards Kingston Rd via Birchmount,69B
69,69-Warden South,South,69_0_69A,South - 69a Warden South towards Kingston Rd via Warden,69A
69,69-Warden South,North,69_1_69B,North - 69b Warden South towards Warden Station via Warden,69B
69,69-Warden South,North,69_1_69A,North - 69a Warden South towards Warden Station via Birchmount,69A
7,7-Bathurst,South,7_0_7,South - 7 Bathurst towards Bathurst Station,7
7,7-Bathurst,North,7_1_7,North - 7 Bathurst towards Steeles,7
70,70-O'Connor,West,70_0_70A,West - 70 O'Connor towards Coxwell Station,70
70,70-O'Connor,East,70_1_70A,East - 70a O'Connor towards Eglinton,70A
71,71-Runnymede,North,71_1_71,North - 71 Runnymede towards Industry St,71
71,71-Runnymede,South,71_0_71,South - 71 Runnymede towards Runnymede Station,71
72,72-Pape,North,72_1_72C,North - 72 Pape towards Pape Station,72
72,72-Pape,North,72_1_72B,North - 72 Pape towards Pape Station via Queens Quay and Commissioners,72
72,72-Pape,North,72_1_72A,North - 72 Pape towards Pape Station,72
72,72-Pape,South,72_0_72C,South - 72c Pape towards Commissioners,72C
72,72-Pape,South,72_0_72B,South - 72b Pape towards Union Stn via Commissioners and Queens Quay,72B
72,72-Pape,South,72_0_72A,South - 72a Pape towards Eastern,72A
73,73-Royal York,South,73_0_73Cp,South - 73 Royal York towards Royal York Station,73
73,73-Royal York,North,73_1_73C,North - 73c Royal York towards Claireport via Albion Rd,73C
73,73-Royal York,North,73_1_73B,North - 73b Royal York towards Eglinton and La Rose,73B
74,74-Mount Pleasant,North,74_1_74,North - 74a Mount Pleasant towards Doncliffe,74A
74,74-Mount Pleasant,South,74_0_74,South - 74 Mount Pleasant towards St Clair Station,74
75,75-Sherbourne,North,75_1_75A,North - 75 Sherbourne towards South Drive and Summerhill,75
75,75-Sherbourne,South,75_0_75A,South - 75 Sherbourne towards Queens Quay,75
76,76-Royal York South,South,76_0_76B,South - 76b Royal York South towards Queensway and Grand Avenue,76B
76,76-Royal York South,South,76_0_76A,South - 76a Royal York South towards Lake Shore,76A
76,76-Royal York South,North,76_1_76A,North - 76 Royal York South towards Royal York Station,76
77,77-Swansea,South,77_0_77,South - 77 Swansea towards Queensway,77
77,77-Swansea,North,77_1_77,North - 77 Swansea towards Runnymede Station,77
78,78-St. Andrews,West,78_1_78,West - 78 St Andrews towards York Mills Station,78
78,78-St. Andrews,East,78_0_78,East - 78 St Andrews towards Bayview,78
79,79-Scarlett Rd.,South,79_0_79A,South - 79a Scarlett Rd towards Runnymede Station via Foxwell/Pritchard,79A
79,79-Scarlett Rd.,North,79_1_79B,North - 79b Scarlett Rd towards Lawrence & Jane via St Clair,79B
79,79-Scarlett Rd.,North,79_1_79A,North - 79a Scarlett Rd towards Lawrence & Jane via Pritchard/Foxwell,79A
79,79-Scarlett Rd.,South,79_0_PILW,South - 79s Scarlett Rd Short Turn,79S
79,79-Scarlett Rd.,South,79_0_79B,South - 79b Scarlett Rd towards Runnymede Station via St Clair,79B
8,8-Broadview,South,8_1_8,South - 8 Broadview towards Broadview Station via O'Connor,8
8,8-Broadview,North,8_0_8,North - 8 Broadview towards Warden Station via O'Connor,8
80,80-Queensway,East,80_0_80,East - 80 Queensway towards Keele Station via Parkside Dr,80
80,80-Queensway,West,80_1_80,West - 80 Queensway towards Sherway,80
81,81-Thorncliffe Park,North,81_1_81,North - 81 Thorncliffe Park towards Thorncliffe,81
81,81-Thorncliffe Park,South,81_0_81,South - 81 Thorncliffe Park towards Pape Station,81
82,82-Rosedale,East,82_1_82,East - 82 Rosedale towards Summerhill,82
82,82-Rosedale,West,82_0_82,West - 82 Rosedale towards Rosedale Station,82
83,83-Jones,North,83_1_83,North - 83 Jones towards Donlands Station,83
83,83-Jones,South,83_0_83,South - 83 Jones towards Commissioners,83
84,84-Sheppard West,West,84_1_SRFE,West - 84 Sheppard West towards Sheppard-Yonge Station via Sheppard West Station,84
84,84-Sheppard West,East,84_0_WESH*,East - 84 Sheppard West towards Sheppard-Yonge Station via Sheppard West Station,84
84,84-Sheppard West,West,84_1_84D,West - 84d Sheppard West towards Pioneer Village Station via Oakdale,84D
84,84-Sheppard West,East,84_0_84Cp,East - 84 Sheppard West towards Sheppard-Yonge Station via Sheppard West Station,84
84,84-Sheppard West,East,84_0_84D,East - 84 Sheppard West towards Sheppard-Yonge Station via Sheppard West Station,84
84,84-Sheppard West,West,84_1_84A,West - 84a Sheppard West towards Weston Rd,84A
84,84-Sheppard West,East,84_0_84A,East - 84 Sheppard West towards Sheppard-Yonge Station via Sheppard West Station,84
84,84-Sheppard West,West,84_1_84Cp,West - 84c Sheppard West towards Steeles via Arrow Rd,84C
84,84-Sheppard West,East,84_0_BASH,East - 84 Sheppard West towards Sheppard-Yonge Station via Sheppard West Station,84
85,85-Sheppard East,West,85_1_85D,West - 85a Sheppard East towards Don Mills Station,85A
85,85-Sheppard East,East,85_0_85Bd,East - 85b Sheppard East towards Toronto Zoo,85B
85,85-Sheppard East,West,85_1_85Bd,West - 85 Sheppard East towards Sheppard-Yonge Station,85
85,85-Sheppard East,East,85_0_85D,East - 85a Sheppard East towards Rouge Hill GO Station via Toronto Zoo,85A
85,85-Sheppard East,East,85_0_85A,East - 85a Sheppard East towards Rouge Hill GO Station,85A
86,86-Scarborough,East,86_0_CDSL,East - 86c Scarborough towards Sheppard,86C
86,86-Scarborough,East,86_0_86Aam*,East - 86a Scarborough towards Toronto Zoo,86A
86,86-Scarborough,East,86_0_86Dam,East - 86d Scarborough towards Beechgrove via Lawrence,86D
86,86-Scarborough,West,86_1_86D,West - 86 Scarborough towards Kennedy Station,86
86,86-Scarborough,West,86_1_86A,West - 86 Scarborough towards Kennedy Station,86
87,87-Cosburn,East,87_0_87A,East - 87a Cosburn towards Main Street Station via East York Acres,87A
87,87-Cosburn,West,87_1_87A,West - 87a Cosburn towards Broadview Station via East York Acres,87A
88,88-South Leaside,East,88_0_88A,East - 88a South Leaside towards Thorncliffe via Overlea,88A
88,88-South Leaside,West,88_1_88B,West - 88b South Leaside towards St Clair Station,88B
88,88-South Leaside,West,88_1_88A,West - 88a South Leaside towards St Clair Station,88A
88,88-South Leaside,East,88_0_88B,East - 88b South Leaside towards Thorncliffe via Wicksteed,88B
89,89-Weston,North,89_1_89le,North - 89 Weston towards Albion Rd,89
89,89-Weston,South,89_0_89sch,South - 89 Weston towards Keele Station,89
9,9-Bellamy,North,9_1_9,North - 9 Bellamy towards Scarborough Centre,9
9,9-Bellamy,South,9_0_9,South - 9 Bellamy towards Warden Station,9
90,90-Vaughan,South,90_0_90CCon,South - 90c Vaughan towards Bathurst Station,90C
90,90-Vaughan,North,90_1_90CCon,North - 90c Vaughan towards Oakwood,90C
900,900-Airport Express,South,900_0_900AM,South - 900 Airport Express towards Kipling Station,900
900,900-Airport Express,North,900_1_900,North - 900 Airport Express towards Pearson Airport,900
902,902-Markham Rd Express,North,902_1_902,North - 902 Markham Rd Express towards Steeles Ave East via Centennial College,902
902,902-Markham Rd Express,South,902_0_902,South - 902 Markham Rd Express towards Warden Station via Centennial College,902
903,903-Kennedy-Scarborough Centre Express,South,903_0_903A,South - 903a Kennedy Stn-Scarborough Express towards Kennedy Stn via Scarborough Centre Stn,903A
903,903-Kennedy-Scarborough Centre Express,North,903_1_903A,North - 903a Kennedy Stn-Scarborough Express towards Centennial College via Scarborough Centre Stn,903A
905,905-Eglinton East Express,West,905_1_905Apm,West - 905a Eglinton East Express towards Kennedy Station via U of T Scarborough,905A
905,905-Eglinton East Express,West,905_1_905Aam,West - 905a Eglinton East Express towards Kennedy Station,905A
905,905-Eglinton East Express,East,905_0_905Aam,East - 905a Eglinton East Express towards Conlins via U of T Scarborough,905A
91,91-Woodbine,North,91_1_91Cam,North - 91c Woodbine towards York Mills,91C
91,91-Woodbine,South,91_0_91Dpm,South - 91d Woodbine towards Woodbine Station via Railside,91D
91,91-Woodbine,South,91_0_CAWO,South - 91d Woodbine towards Woodbine Station via Railside,91D
91,91-Woodbine,South,91_0_91C,South - 91 Woodbine towards Woodbine Station,91
91,91-Woodbine,North,91_1_91Dam,North - 91d Woodbine towards York Mills via Railside,91D
91,91-Woodbine,South,91_0_91Cam,South - 91 Woodbine towards Woodbine Station,91
91,91-Woodbine,North,91_1_91C,North - 91c Woodbine towards York Mills,91C
92,92-Woodbine South,North,92_1_92,North - 92 Woodbine South towards Woodbine Station,92
92,92-Woodbine South,South,92_0_92,South - 92 Woodbine South towards Lakeshore,92
924,924-Victoria Park Express,North,924_1_924,North - 924 Victoria Park Express towards Steeles,924
924,924-Victoria Park Express,South,924_0_924,South - 924 Victoria Park Express towards Victoria Park Station,924
925,925-Don Mills Express,South,925_0_925,South - 925 Don Mills Express towards Pape Station via Don Mills Station,925
925,925-Don Mills Express,North,925_1_925,North - 925 Don Mills Express towards Steeles via Don Mills Station,925
927,927-Highway 27 Express,North,927_1_927C,North - 927c Highway 27 Express towards Humber College via Attwell,927C
927,927-Highway 27 Express,North,927_1_927Da,North - 927d Highway 27 Express towards Steeles via Humber College,927D
927,927-Highway 27 Express,North,927_1_927Dp,North - 927d Highway 27 Express towards Steeles via Humber College,927D
927,927-Highway 27 Express,South,927_0_927Da,South - 927d Highway 27 Express towards Kipling Station via Humber College,927D
927,927-Highway 27 Express,South,927_0_927C,South - 927c Highway 27 Express towards Kipling Station via Attwell,927C
927,927-Highway 27 Express,South,927_0_927Dp,South - 927d Highway 27 Express towards Kipling Station via Humber College,927D
929,929-Dufferin Express,North,929_1_929,North - 929 Dufferin Express towards Wilson Station,929
929,929-Dufferin Express,South,929_0_929,South - 929 Dufferin Express towards Exhibition (Dufferin Gate),929
93,93-Parkview Hills,North,93_1_93,North - 93 Parkview Hills towards Parkview Hills,93
93,93-Parkview Hills,South,93_0_93,South - 93 Parkview Hills towards Woodbine Station,93
935,935-Jane Express,North,935_1_935pv,North - 935 Jane Express towards Pioneer Village Station,935
935,935-Jane Express,South,935_0_935pv,South - 935 Jane Express towards Jane Station,935
937,937-Islington Express,South,937_0_937,South - 937 Islington Express towards Islington Station,937
937,937-Islington Express,North,937_1_937,North - 937 Islington Express towards Steeles,937
939,939-Finch Express,East,939_0_939C,East - 939c Finch Express towards Morningside Heights,939C
939,939-Finch Express,East,939_0_939B,East - 939b Finch Express towards Kennedy Stn via Finch Station and Scarborough Ctr Stn,939B
939,939-Finch Express,West,939_1_939C,West - 939c Finch Express towards Finch Station,939C
939,939-Finch Express,West,939_1_939B,West - 939b Finch Express towards Finch West Station via Scarborough Ctr Stn and Finch Station,939B
94,94-Wellesley,East,94_0_94Ale,East - 94 Wellesley towards Castle Frank Station,94
94,94-Wellesley,West,94_1_94A,West - 94a Wellesley towards Ossington Station,94A
941,941-Keele Express,South,941_0_941,South - 941 Keele Express towards Keele Station,941
941,941-Keele Express,North,941_1_941,North - 941 Keele Express towards Finch West Station,941
944,944-Kipling South Express,North,944_1_944am,North - 944 Kipling South Express towards Kipling Station,944
944,944-Kipling South Express,South,944_0_944pm,South - 944 Kipling South Express towards Lake Shore,944
945,945-Kipling Express,North,945_1_945,North - 945 Kipling Express towards Steeles,945
945,945-Kipling Express,South,945_0_945,South - 945 Kipling Express towards Kipling Station,945
95,95-York Mills,West,95_1_95B,West - 95 York Mills towards York Mills Station,95
95,95-York Mills,East,95_0_95B,East - 95b York Mills towards U of T Scarborough,95B
95,95-York Mills,West,95_1_95A,West - 95 York Mills towards York Mills Station,95
95,95-York Mills,East,95_0_95A,East - 95a York Mills towards Port Union,95A
952,952-Lawrence West Express,East,952_0_952con,East - 952 Lawrence West Express towards Eglinton Station via Avenue Rd,952
952,952-Lawrence West Express,West,952_1_oosT1T3,West - Terminal 3 Only,
952,952-Lawrence West Express,West,952_1_952con,West - 952 Lawrence West Express towards Pearson Airport,952
953,953-Steeles East Express,East,953_0_953A,East - 953a Steeles East Express towards Staines Rd,953A
953,953-Steeles East Express,West,953_1_953A,West - 953 Steeles East Express towards Finch Station,953
954,954-Lawrence East Express,West,954_1_954,West - 954 Lawrence East Express towards Kennedy Station,954
954,954-Lawrence East Express,East,954_0_954,East - 954 Lawrence East Express towards Starspray,954
96,96-Wilson,East,96_0_HUYK*,East - 96b Wilson towards York Mills Station via Martin Grove and Westhumber,96B
96,96-Wilson,West,96_1_96D,West - 96d Wilson towards Carrier Dr via John Garland and Westmore Dr,96D
96,96-Wilson,West,96_1_96B,West - 96b Wilson towards Humberline & Albion via Westhumber and Martin Grove,96B
96,96-Wilson,East,96_0_96Ap,East - 96a Wilson towards York Mills Station via John Garland and Kipling,96A
96,96-Wilson,East,96_0_96Bp,East - 96b Wilson towards York Mills Station via Martin Grove and Westhumber,96B
96,96-Wilson,West,96_1_YKCA*wi,West - 96a Wilson towards Carrier Dr via Kipling and John Garland,96A
96,96-Wilson,West,96_1_wi96D,West - 96d Wilson towards Carrier Dr via John Garland and Westmore Dr,96D
96,96-Wilson,East,96_0_CAYK*,East - 96a Wilson towards York Mills Station via John Garland and Kipling,96A
96,96-Wilson,West,96_1_YKCA*,West - 96a Wilson towards Carrier Dr via Kipling and John Garland,96A
96,96-Wilson,East,96_0_JAYKwi,East - 96a Wilson towards York Mills Station via John Garland and Kipling,96A
96,96-Wilson,West,96_1_YKHL*,West - 96b Wilson towards Humberline & Albion via Westhumber and Martin Grove,96B
96,96-Wilson,East,96_0_96Dp,East - 96d Wilson towards York Mills Station via John Garland and Kipling,96D
960,960-Steeles West Express,East,960_0_960D,East - 960 Steeles West Express towards Finch Station via Pioneer Village Station,960
960,960-Steeles West Express,West,960_1_960D,West - 960d Steeles West Express towards Highway 27 via Pioneer Village Station,960D
968,968-Warden Express,North,968_1_968,North - 968 Warden Express towards Steeles,968
968,968-Warden Express,South,968_0_968,South - 968 Warden Express towards Warden Station,968
97,97-Yonge,South,97_0_97C,South - 97c Yonge towards Front Street,97C
97,97-Yonge,South,97_0_97B,South - 97b Yonge towards St Clair Station via Yonge Blvd,97B
97,97-Yonge,South,97_0_97A,South - 97a Yonge towards St Clair Station,97A
97,97-Yonge,North,97_1_97C,North - 97c Yonge towards Eglinton Station,97C
97,97-Yonge,North,97_1_97B,North - 97b Yonge towards Steeles via Yonge Blvd,97B
97,97-Yonge,North,97_1_97A,North - 97a Yonge towards Steeles,97A
98,98-Willowdale-Senlac,West,98_1_98C,West - 98 Willowdale-Senlac towards Peckham via Sheppard-Yonge Station,98
98,98-Willowdale-Senlac,East,98_0_98C,East - 98 Willowdale-Senlac towards Steeles via Sheppard-Yonge Station,98
984,984-Sheppard West Express,West,984_1_984A,West - 984a Sheppard West Express towards Weston Rd,984A
984,984-Sheppard West Express,East,984_0_984A,East - 984 Sheppard West Express towards Sheppard-Yonge Station via Sheppard West Station,984
985,985-Sheppard East Express,West,985_1_985B,West - 985 Sheppard East Express towards Don Mills Station,985
985,985-Sheppard East Express,West,985_1_985A,West - 985 Sheppard East Express towards Don Mills Station,985
985,985-Sheppard East Express,East,985_0_985B,East - 985b Sheppard East Express towards Meadowvale,985B
985,985-Sheppard East Express,East,985_0_985A,East - 985a Sheppard East Express towards Kennedy Stn via Scarborough Ctr Stn,985A
986,986-Scarborough Express,West,986_1_986,West - 986 Scarborough Express towards Kennedy Station,986
986,986-Scarborough Express,East,986_0_986,East - 986 Scarborough Express towards Sheppard,986
989,989-Weston Express,North,989_1_989,North - 989 Weston Express towards Steeles,989
989,989-Weston Express,South,989_0_989,South - 989 Weston Express towards Keele Station,989
99,99-Arrow Road,South,99_0_99,South - 99 Arrow Rd towards Arrow Rd,99
99,99-Arrow Road,North,99_1_99,North - 99 Arrow Rd towards Jane,99
995,995-York Mills Express,East,995_0_995,East - 995 York Mills Express towards U of T Scarborough,995
995,995-York Mills Express,West,995_1_995,West - 995 York Mills Express towards York Mills Station,995
996,996-Wilson Express,West,996_1_996,West - 996 Wilson Express towards Humber College,996
996,996-Wilson Express,East,996_0_TRST*,East - 996 Wilson Express towards Scarborough Centre Station,996
996,996-Wilson Express,East,996_0_996,East - 996 Wilson Express towards Scarborough Centre Station,996
